class_id,class_name,confidence,x1,y1,x2,y2,width,height,center_x,center_y
14,gClef,0.9562557339668274,270.09588623046875,769.271728515625,342.23193359375,959.2549438476562,72.13604736328125,189.98321533203125,306.1639099121094,864.2633361816406
14,gClef,0.9496736526489258,269.7543029785156,389.0411071777344,342.4207763671875,578.8139038085938,72.66647338867188,189.77279663085938,306.08753967285156,483.92750549316406
0,noteheadBlack,0.945764422416687,2151.459716796875,383.4309387207031,2187.532470703125,414.9449462890625,36.07275390625,31.514007568359375,2169.49609375,399.1879425048828
0,noteheadBlack,0.944915771484375,1732.57177734375,723.3652954101562,1768.01025390625,753.9498291015625,35.4384765625,30.58453369140625,1750.291015625,738.6575622558594
0,noteheadBlack,0.9441778063774109,1955.7706298828125,438.10797119140625,1991.1104736328125,468.7078552246094,35.33984375,30.599884033203125,1973.4405517578125,453.4079132080078
0,noteheadBlack,0.9425495266914368,1036.7557373046875,546.72607421875,1073.234130859375,577.4027709960938,36.4783935546875,30.67669677734375,1054.9949340820312,562.0644226074219
0,noteheadBlack,0.9421260356903076,1517.411376953125,397.2185974121094,1552.93408203125,427.93780517578125,35.522705078125,30.719207763671875,1535.1727294921875,412.5782012939453
0,noteheadBlack,0.941877007484436,1472.4398193359375,778.1828002929688,1508.360107421875,807.6801147460938,35.9202880859375,29.497314453125,1490.3999633789062,792.9314575195312
0,noteheadBlack,0.9402400255203247,1732.0882568359375,805.2868041992188,1768.28759765625,836.0032958984375,36.1993408203125,30.71649169921875,1750.1879272460938,820.6450500488281
0,noteheadBlack,0.940141499042511,1246.334716796875,722.9236450195312,1282.468994140625,753.6337890625,36.13427734375,30.71014404296875,1264.40185546875,738.2787170410156
0,noteheadBlack,0.9397925734519958,1732.1597900390625,777.0817260742188,1768.4541015625,808.4368286132812,36.2943115234375,31.3551025390625,1750.3069458007812,792.75927734375
0,noteheadBlack,0.9395859241485596,1949.939697265625,790.759521484375,1985.7864990234375,822.2651977539062,35.8468017578125,31.50567626953125,1967.8630981445312,806.5123596191406
