class_id,class_name,confidence,x1,y1,x2,y2,width,height,center_x,center_y
14,gClef,0.9587105512619019,246.9248504638672,396.18585205078125,302.9266052246094,542.7700805664062,56.00175476074219,146.584228515625,274.9257278442383,469.47796630859375
0,noteheadBlack,0.9434256553649902,408.6438903808594,393.16497802734375,436.7846984863281,417.17694091796875,28.14080810546875,24.011962890625,422.71429443359375,405.17095947265625
0,noteheadBlack,0.9427279233932495,1517.9052734375,413.9322204589844,1545.7454833984375,437.721923828125,27.8402099609375,23.789703369140625,1531.8253784179688,425.8270721435547
0,noteheadBlack,0.9426307678222656,1248.797119140625,444.5802917480469,1276.7017822265625,468.9271545410156,27.9046630859375,24.34686279296875,1262.7494506835938,456.75372314453125
0,noteheadBlack,0.942410409450531,579.838623046875,413.39849853515625,608.0762939453125,437.9529724121094,28.2376708984375,24.554473876953125,593.9574584960938,425.6757354736328
0,noteheadBlack,0.9398757219314575,1517.7279052734375,444.8240966796875,1545.648193359375,468.85943603515625,27.9202880859375,24.03533935546875,1531.6880493164062,456.8417663574219
0,noteheadBlack,0.9394213557243347,733.1766967773438,413.51129150390625,761.2770385742188,437.98956298828125,28.100341796875,24.478271484375,747.2268676757812,425.75042724609375
0,noteheadBlack,0.9386165738105774,733.0140380859375,454.8406066894531,761.2779541015625,479.04986572265625,28.263916015625,24.209259033203125,747.14599609375,466.9452362060547
0,noteheadBlack,0.937852144241333,709.099365234375,424.2814025878906,736.2955932617188,448.0045471191406,27.19622802734375,23.72314453125,722.6974792480469,436.1429748535156
0,noteheadBlack,0.9370126724243164,1248.6256103515625,465.9675598144531,1276.739501953125,489.9755554199219,28.1138916015625,24.00799560546875,1262.6825561523438,477.9715576171875
0,noteheadBlack,0.9366835355758667,900.27392578125,465.51251220703125,928.7075805664062,489.26202392578125,28.43365478515625,23.74951171875,914.4907531738281,477.38726806640625
